,,labels,text,ppl
27956,洗发水,1,经济实惠，这牌子没得说，赞！,10.31264167484851
4256,平板,1,包装很好 不像其他人那样烂烂的,9.200877259919276
58733,酒店,0,房间老旧，空调声音大，不推荐,6.913208853234079
17513,水果,1,很好吃，搞活动还便宜，会再买的,12.625152402125385
41307,衣服,1,裤子质量不错的 穿着挺舒服的啊,6.701839294255622
16910,水果,1,一直是吃这款苹果保鲜的不.错!,141.9769934327348
39369,衣服,1,大小正好，质量不错，老公很喜欢,7.700139928918834
35207,洗发水,0,不满意，因为东西拿到手是坏的,7.8373307003584305
6331,平板,1,华为的平板非常好用，比苹果好,6.355526871551684
27435,洗发水,1,应该用不错吧！买这么多用哈！,50.67410521241317
46239,衣服,0,物流慢，裤子颜色与图片严重不符,17.32373066815847
28751,洗发水,1,还可以，不错，喜欢清凉的味道,3.5405542757522253
5791,平板,1,第一次用华为，主要是信赖京东。,6.882517343948007
44846,衣服,0,差评，发货还得一直催货才发都快,77.32350226427644
12696,平板,0,屏幕有一个坏点。。。。唉！！！,46.24377032282919
17679,水果,1,又大又好，很好很好。吃了再来！,20.097640700783437
40337,衣服,1,刚收到，看看去，挺不错的。，，,25.86995686851795
46643,衣服,0,不太理想，一般般！有点失望！,2.8368187747764075
5171,平板,1,很好 很强大！！运行速度飞起,35.10544063201974
37799,蒙牛,0,蒙牛伊利 写的吧，，，扯淡 哎,169.97539333406885
39456,衣服,1,不错，，去年买的一条还在穿。好,31.001676126091223
7579,平板,1,老板的货，正，好评，感谢京东,62.623266753870745
42646,衣服,1,南极人夹克衫不错哦，防风保暖,35.15401133897734
27591,洗发水,1,活动给力两桶比超市一桶还便宜,11.31333802139251
31977,洗发水,0,差评，里面的洗发水都漏出来了！,13.164182796023852
9427,平板,0,平板从买了开始老是出现黑屏！,9.683317534562118
41499,衣服,1,感觉还不错，不知道洗洗怎么样。,12.287757038567772
30174,洗发水,1,看着不错，还没用，一直在京东买,18.74341262501058
18450,水果,1,这个东西很好吃，大家都很喜欢。,2.348057871439518
29656,洗发水,1,非常非常划算，估计够用一年了,4.072810344029873
25617,洗发水,1,促销套装，价格实惠，使用方便。,6.419642290338907
19148,水果,1,水果新鲜送货快，继续支持京东！,8.147322451412784
12464,平板,0,背面不平。凹凸不平。。。。。,8.214843434965644
60380,酒店,0,环境不错但是设施太旧，服务一般,3.8466996118088113
27310,洗发水,1,我喜欢用所以总卖洗头发很好用,20.56565095981851
34935,洗发水,0,洗完头发很干燥不知道是不是正品,5.725441569767422
40706,衣服,1,给朋友买的，穿着很合适，很喜欢,2.8483450625971036
42715,衣服,1,很不错，价格便宜实惠，很舒服,1.8125872317551952
38661,衣服,1,穿上很舒服，大小合适，相当理想,4.694921819431518
34348,洗发水,0,1*的是同样的东西呀，无语了,14.238801167701526
33732,洗发水,0,购买后还未用，代用后再来评价,27.887986303347937
47621,衣服,0,太薄太透，版型太大，不够修身,12.907116475890259
39110,衣服,1,大小合适，面料也挺舒服的，好评,10.680461007793784
27193,洗发水,1,看起质量还不错，等用过在追评！,74.01622826263062
37778,蒙牛,0,挨忽悠喝了半盒过期了一年的蒙牛,36.079713781691396
8831,平板,0,看视频闪屏，更换一个还是如此,12.681444933500854
40359,衣服,1,超实惠，样式也不错，下次还来,5.879582245784592
61477,酒店,0,环境还行，就是餐厅服务态度很差,4.194708981488669
34369,洗发水,0,感觉不怎么好 用着像是a货。,45.66162866175534
10310,平板,0,像素太低。不清晰。没有想象中好,8.451925662193293
59895,酒店,0,如果不是非常需要，不建议选。,3.6134036443418975
9270,平板,0,一般，，，，，，，，，，，，,4.426136872180099
18520,水果,1,分量足，甜脆好吃。买了好多次。,11.390983621950195
36922,蒙牛,1,我喜欢demom制造的蒙牛奶,102.00226372472781
44813,衣服,0,简直垃圾 这叫加厚？纸这么厚,360.93994852188126
12805,平板,0,垃圾。。。。。。。。。卡的要死,14.643842611391051
26459,洗发水,1,非常好，一直用这个牌子，挺好用,5.596373605605371
27260,洗发水,1,挺好的，正品，喜欢效果不错！,10.36430828225265
32330,洗发水,0,不好用 好油啊 太失败了 灰灰,47.20919251481842
42721,衣服,1,还可以，价廉物美，比较合身。,5.284611541940101
14351,手机,0,"爱死机,容易进灰尘,后盖松动,",7.797625118415346
40646,衣服,1,裤子穿上很舒服，质量也不错。,5.793586537536125
8892,平板,0,还不错！只是收到价格就降了。,26.18950909841597
32251,洗发水,0,搞活动买的，结果比平时买的贵,3.300691700195724
39716,衣服,1,第二次购买，很喜欢，质量不错。,2.3745466593545768
40729,衣服,1,质量很好 穿上很舒服 大小合适,4.769139022033754
47468,衣服,0,给一个星就可以了，偏大，偏大,9.85983217490408
17351,水果,1,味道不错!物流给力!性价比很高,5.158463865238281
8894,平板,0,差，，，，，，''，。？？还,13.305252747996803
40015,衣服,1,做工不错，穿着舒适，价格公道。,6.858063745458116
18616,水果,1,东西还不错.不用跑超市了.方便,6.893181867469591
42691,衣服,1,很好很好，尺码合适，衣服不错。,5.1988260266789785
32142,洗发水,0,没有上次效果好，洗发水太稀了,24.21911660550927
42401,衣服,1,裤子太瘦了，简直就是缩水的裤子,5.062506975768789
8550,平板,0,太差了！就一个手机什么都没有！,7.307353596675919
5903,平板,1,东西好，小孩喜欢，物流快，赞,14.906628096210898
34388,洗发水,0,这样的包装也是够了。。。差评,13.61546643768585
15264,手机,0,"没有红外和蓝牙,没有关机闹钟。",10.083616974019696
33136,洗发水,0,感觉买到假的，洗了全是头屑……,34.474365941327605
42487,衣服,1,挺好的，穿着很保暖，容易清洗,3.443884696867221
23344,水果,0,本批次的苹果非常的差。烂心的。,44.86314086099288
41439,衣服,1,质量不错，价格合理，发货迅速,4.156161072920527
37618,蒙牛,0,不会是蒙牛干的吧 严惩真凶！,79.98363890354916
39691,衣服,1,不错，穿着很舒服，透气凉快。,9.15587916229053
45274,衣服,0,我买的的裤子在哪？还是三月份的,15.566498481094289
33926,洗发水,0,用了之后很多头屑，泡沫也不丰富,4.674484277096608
9319,平板,0,声音小，画质差。真心不推荐购买,4.343537061211433
42239,衣服,1,可以，舒适，不过有点长就是了。,12.241027132547414
8210,平板,0,刚用就打不开，晕怀疑不是正品哦,48.105072325719334
34389,洗发水,0,差评，有一瓶漏了。。。。。。,44.448040518890416
6098,平板,1,手机贼大，照相清晰，价格实惠！,15.818817672171328
42088,衣服,1,好喜欢，下次还会买，真心好穿,8.058068621504182
4640,平板,1,给儿子买的，他很喜欢。还行吧,4.944130123321611
17187,水果,1,不错，下次还会再买的，，，，，,5.1953924239861164
8066,平板,1,除了续航能力差之外，别的都好,3.6079809014024686
38665,衣服,1,宝贝已收到 质量很好穿上很舒服,14.428333291977324
3230,平板,1,还行吧，，，，，，，，，，，，,4.00766534762351
42234,衣服,1,质量很好！质量很好！质量很好！,1.663025325607154
45649,衣服,0,质量不好，很失败的一次网购！,12.282772752693633
4527,平板,1,物美价廉！！！…………………,16.48881470225153
43114,衣服,0,我只是讨厌京东这样的强制晒单,9.27848361270909
38046,衣服,1,裤子不错。不硬。上身效果棒棒的,23.952867715683702
25867,洗发水,1,物流很快，很喜欢，一直用这个的,9.606470733809898
34751,洗发水,0,啥都不说了，假假假假，，，，，,4.5086967872070005
32972,洗发水,0,东西不错 可以够买 好评没人看,39.41151400414333
44129,衣服,0,裤子不是全蓝，居然还有白色。,18.21989194374708
36062,蒙牛,1,我觉得还是蒙牛特仑苏最好了……,29.68384844256512
43247,衣服,0,快递太慢太慢，慢的我不想多说了,5.740117779687061
42288,衣服,1,挺不错的就是腿有点粗，哎，减肥,4.026056439058069
14424,手机,0,"无大的优点,外表一般,太贵了",7.420104802246939
33530,洗发水,0,东西不好，快递跟蜗牛是的…太差,253.72830928021767
3947,平板,1,还不错。老人家用来看电视挺好。,4.082070987228097
34387,洗发水,0,洗完头痒掉头发丢掉了，呵呵呵,104.49314150855565
40615,衣服,1,还不错，性价比高，面料不够软,5.674832829826438
30699,洗发水,0,一点都不好用，不如清扬海飞丝,158.29109728083458
18611,水果,1,还没有吃，回头补评！个头不大。,44.45270157075625
41627,衣服,1,很好，穿着很合身，质量不错！,4.3734185642646235
27972,洗发水,1,年中囤货！买了一堆！哈哈哈哈,20.69348780401087
16152,水果,1,和超市卖的差不多，没什么特别。,3.666541917547156
36577,蒙牛,1,蒙牛红豆雪糕，味道还不错~~~,10.943418588513307
45863,衣服,0,衣服一般…不值这个价?????,22.92916271223619
36050,蒙牛,1,发现蒙牛的缩水版原味也很好喝,66.23695570081857
39071,衣服,1,很喜欢，尺码合适，下次还来。,5.372679447179853
57195,酒店,0,公司组织员工去学习的，一般般吧,10.040894958268222
40444,衣服,1,穿上很舒服，面料不错，蛮好的！,6.400593456645178
42784,衣服,1,书很好看，物流也很快，值得购买,2.6559036563166334
46068,衣服,0,垃圾正中垃圾，布料差码数偏大,190.7224787881696
30948,洗发水,0,感觉跟超市买的有区别，不起泡沫,18.08809466288093
45117,衣服,0,非常差！，，，，，，，，，无语,15.607845964745467
43380,衣服,0,完全穿不下！尺码有问题！扔了,15.524700208038393
40997,衣服,1,宝贝挺好的，没有色差，做工精致,6.133202976818346
39895,衣服,1,很好的一次购物。东西质量很好?,10.40291032414421
35281,洗发水,0,说好的20号，我23号才收到,18.84275016436629
30073,洗发水,1,价格优惠，发货快，下次继续。,5.962851632872549
9074,平板,0,垃圾产品，问题多多，谁买谁后悔,8.17610929389056
37984,蒙牛,0,不小心买了瓶蒙牛！罪过罪过……,6.897610239653651
41084,衣服,1,很喜欢。给卖家一个?。推荐买。,22.45413760768952
38846,衣服,1,可以比较喜欢，以后会多多支持,6.50427932614254
39930,衣服,1,质量不错，版型也喜欢。做工精细,5.439338335544817
29852,洗发水,1,"刚收到、看起来不错、还有""赠送",13.307041479257935
33186,洗发水,0,洗了头发不顺，也没有什么香味,7.813757237153731
32765,洗发水,0,还没用呢，用了在告诉你们效果,12.064412301182323
11582,平板,0,不多说 觉得很垃圾 问题很多,5.532993530418815
20895,水果,0,太差了，你们直采的标准真低呀！,32.42748371223942
3506,平板,1,只不过系一部超大的华为，好用,69.66145302634928
13853,手机,1,40和旋，铃声大，键盘手感好,32.62363574626879
36644,蒙牛,1,伊利的奶砖没有蒙牛的好吃。。。,56.059078788142116
42403,衣服,1,裤子很不错，弹性好，穿着很合身,4.924693551780144
39812,衣服,1,宝贝质量不错，很喜欢。好评。,11.078386279250129
39102,衣服,1,衣服质量还不错，老公穿到合适。,19.120165768266883
26638,洗发水,1,一直用这个，感觉非常好！！！！,5.111563113200316
7772,平板,1,不可以打电话，不过还挺好用的,2.062570899891786
47387,衣服,0,衣服还可以，就是上面破了个洞,9.261857479930416
45454,衣服,0,东西真的不想说什么了 地摊货,11.965078596996705
61740,酒店,0,早餐种类不多，在航道上比较吵,32.45315878410364
42732,衣服,1,还行，挺好的，挺薄的，有点透。,11.120231297008583
61154,酒店,0,Wifi上不了，网线也不行。,10.01074663545358
3499,平板,1,给儿子学习用的，保护眼睛，还行,11.960879600426043
5296,平板,1,物流快！宝贝挺好用！好评5星,41.98523250928865
33829,洗发水,0,和超市买的有差别，感觉不是真的,2.652300194003903
5307,平板,1,给老人买的，打发时间，看视频！,8.947516963499778
4866,平板,1,东西挺好的 快递小哥态度很好！,16.09282440717776
31031,洗发水,0,货到了电话都没通知放下就走了,20.34102072527125
41815,衣服,1,衣服很不错很好的大小尺码也合适,11.437735624336014
41596,衣服,1,不错 面料好 质量好 款式新,11.47115749065807
3330,平板,1,好好好，好好好，好好好！好好好,2.2680677988846503
46327,衣服,0,比上次买的薄了三倍，真是够了,17.819697302988942
10161,平板,0,这是不是二手的，机子上有划痕,5.015358991224914
33435,洗发水,0,贴牌标的，洗了两次全部是头屑,37.90587649554314
38667,衣服,1,性价比超高的，质量第一，好东西,4.2827815418874975
18115,水果,1,苹果质量可以的，就是小了一点。,18.25011687559147
6857,平板,1,不错，相信华为品质。性价比高。,6.246462048029529
8921,平板,0,第一次给JD一星，真的生气！,34.19041841291425
34704,洗发水,0,好好好好好好好好好好好好好好,1.0687729761871023
7137,平板,1,都羡慕我手机大，哈哈，确实大,4.108506703337388
33033,洗发水,0,痒死了。洗完就痒 难受 假的,64.76250188335693
11372,平板,0,垃圾产品伤心的购物，谁买谁后悔,20.664632899186113
58378,酒店,0,设施老久环境一般，性价比不高,14.443564948350442
41844,衣服,1,不错不错，简洁大方，尺寸刚刚好,3.0693628828332167
45353,衣服,0,差差很差发货速度超慢质量很不好,14.660376280902438
29556,洗发水,1,很好，挺实惠的，一直在京东购物,3.342425875137059
27510,洗发水,1,想要完美人生，就用清扬洗发水。,13.159494210525084
17051,水果,1,小贵，但苹果很新鲜，口感也不错,2.9453995673221947
31596,洗发水,0,假的，和正品的味道完全不一样,4.044652752694241
4888,平板,1,很好的机器，使用方便，性价比高,2.541705674446583
36058,蒙牛,1,蒙牛新出的香蕉有机奶很好喝啊～,35.410286036810795
19972,水果,1,物流给力，一天就到了，苹果很好,54.48044592616259
41278,衣服,1,好，是正品，质量很好，很暖和,4.499287500847737
41711,衣服,1,质量不错，很喜欢了。谢谢掌柜。,23.811660650690445
33914,洗发水,0,说选15号送货 送京豆 骗人,376.219348082841
47214,衣服,0,东风太差洗一次给麻袋样不喜欢,144.19648850027198
28808,洗发水,1,活动的时候，真的便宜到没朋友,4.940597225737946
57094,酒店,0,没有什么可说的 酒店都是一个样,4.988112290596759
9193,平板,0,刚买的就降价 京东你行不行啊,23.82566140980179
3381,平板,1,荣耀平板电脑不错国产品牌就是好,16.692477289603403
39027,衣服,1,质量不错，卖家推荐的尺码也合适,3.598296537253054
45705,衣服,0,便宜没好货，买完就降价。。。。,19.34773053686997
18970,水果,1,哎呦哎呦哎呦不错呦！脆甜个大！,45.44422171962891
32625,洗发水,0,买货不发货，垃圾，快递也垃圾！,6.741247710593811
44904,衣服,0,你们快递收件要付费？服务差？,16.65780285361908
4469,平板,1,帮朋友家的孩子买的，说是不错,6.60554385024246
30271,洗发水,1,很划算京东的东西就是好???,14.574880921063022
45687,衣服,0,真心的没话说，坑的不要不要的,8.55476702698224
12164,平板,0,内存小了，想退货不知道了可给退,74.99012837942482
30637,洗发水,0,刚拍完两天就降价了、不多说了,15.37651069451543
29041,洗发水,1,包装棒棒的，划算。下次再来买,24.613962485552296
35814,热水器,1,很好，给爸妈买的，他们很满意,5.896757686106543
59208,酒店,0,管理差，隔音差，厕所异味浓！,16.975905222178117
32949,洗发水,0,质地太稀，不是正品，不会再买！,14.933519544259257
43075,衣服,0,真垃圾 刚买回来洗一下就开线,24.81595028702599
30602,洗发水,0,到货竟然坏的，竟然没有客服！,12.403889329412618
3842,平板,1,用了两天，没什么问题，算可以吧,3.7957425444805004
8991,平板,0,用起来不像新机，卡顿问题很大,5.873481701489262
45294,衣服,0,垃圾倒爆！后悔买这玩意儿了！,55.69370224614174
30529,洗发水,0,假，假，假。京东你这样做合适嘛,13.37047278971502
29588,洗发水,1,挺好的，一直用滋源的产品，不错,13.08451921311606
57168,酒店,0,住的是副楼，有味，位置没的说,42.77340082794269
59145,酒店,0,很简陋，早餐也差，这个价太贵。,7.844666828696007
44545,衣服,0,领子没有弹力，穿几天就泻松了,44.55540815309532
30927,洗发水,0,假的，骗人的。洗的头发一直掉,24.854188038241865
30717,洗发水,0,包装很不满意，瓶体有磨损痕迹,19.33711137109989
28963,洗发水,1,套餐特别实惠 很好用 值得购买,17.93751372039771
35142,洗发水,0,脏了！！！不知道为什么那么脏。,8.947340398312772
31288,洗发水,0,根本没法查询真伪信息，很失望,12.586512335889404
43587,衣服,0,颜色感觉太旧，感觉不值这个价吧,22.1433029569325
47652,衣服,0,洗一次就直接泛白，一次性的裤子,18.007447313954735
43683,衣服,0,真垃圾，一股异味，快递还慢，,10.097905627566972
7935,平板,1,屏幕大，很好，非常实惠非常不错,8.097474089694572
34527,洗发水,0,这瓶到货已经漏了，漏的到处都是,12.176259514531486
60133,酒店,0,房间一股发霉的味道，不建议入住,4.147963363120523
32183,洗发水,0,非常愤怒，才买几天就对半减满。,70.99294599444377
11193,平板,0,刚买第二天完就降价！太过分了！,10.522786967144748
29241,洗发水,1,味道很好闻，洗发后很清爽，大爱,10.45899980550366
7196,平板,1,还行，小孩玩游戏，看视频都可以,4.16305754839852
6755,平板,1,物流很快，店家好，商品物美价廉,11.768375349540944
44299,衣服,0,差评，买回来就这样，做工差。,12.086351448912604
46040,衣服,0,宝贝起毛特别严重，看质量也*,92.8109305520608
46047,衣服,0,衣服像老年人穿的，跟雨衣一样。,14.207719935206393
13554,手机,1,我的1770两电一充数据线和盘,182.20842019283234
25966,洗发水,1,老婆说还是沙宣好用，味道也不错,15.887736604408612
20179,水果,1,多次购买了，一如既往的好吃啊。,7.856776037925738
10750,平板,0,各种卡，就一垃圾货，买的想好了,74.36871960825778
46204,衣服,0,差评，这么久才发货，最差的一次,10.333311396851155
16115,水果,1,苹果不错。好评。以后还会再买。,8.088611043253668
43822,衣服,0,货很好 物美价廉 快递也迅速,7.037006152036132
47432,衣服,0,要的加绒的，里面没看见绒！差评,80.81359177534866
33492,洗发水,0,买的是假货，洗了都打不开头发,21.898071402939443
32844,洗发水,0,一点都不好，洗了头发干的要死,5.900847608785443
41199,衣服,1,裤子质量挺不错的 穿着很舒服啊,5.6952797547302385
45473,衣服,0,衣服透明的，也是偏大，不太好,30.238132026464765
28367,洗发水,1,价格美丽，送货非常快，赞赞赞?,32.97439921377493
3426,平板,1,就这个价格，功能给老人用还行。,7.223399405594836
40310,衣服,1,还可以，就是希望物流发货快点,8.214010696734013
30620,洗发水,0,感觉洗起没什么用呢，差别很大,39.56701472715301
13483,手机,1,我的大概用3天，一直不关机。。,11.612221947254284
38539,衣服,1,尺寸有点偏大，质量还过得去吧。,3.3934541345578286
5643,平板,1,用几天了，还不错吧？速度挺快,7.088619477103559
44345,衣服,0,裤子质量差极了，布料跟麻布一样,9.382789340037963
9212,平板,0,屏幕发黄，已经贴膜了，懒得换了,7.0150002250712555
59086,酒店,0,比较老的饭店了，硬件有待提高。,7.5464440964761215
19229,水果,1,物流很快，快递哥辛苦了…………,11.29212892872537
4667,平板,1,很好，这是第二台，买来送人。,7.732235437778106
16837,水果,1,很好的苹果，一直在购买这个品牌,3.7962909151040303
44251,衣服,0,好掉色，全身都黑了，第一次穿,8.077422351202424
42507,衣服,1,衣服不错，售后也很满意。支持,7.152710862359344
19115,水果,1,还不错，挺好吃的哈！呵呵，好吃,3.528341147272893
44785,衣服,0,不是小脚裤吗？怎么裤腿那么大,7.89046664827372
29374,洗发水,1,上午拍的下午就到货了！还可以！,10.173386028406846
38086,衣服,1,质量很好，很喜欢，价格也划算。,4.182314523864164
29719,洗发水,1,上午下单下午就到了，包装的很好,10.483016019594956
3172,平板,1,不错，性价比高，当备机很合适…,11.90248169745781
11287,平板,0,分辨率极低，有时图片都不清楚,7.064338475228171
36660,蒙牛,1,蒙牛、京东商城的存在是太合理了,12.56270739807149
35435,热水器,1,物流慢，没使用，看外观还凑合,33.66081414884682
24309,水果,0,完全不是开始卖的了，一点不好吃,23.88386177893545
37783,蒙牛,0,蒙牛这黑心玩意，扩散是必须的！,33.26009386887908
58131,酒店,0,早餐差.设施陈旧!咋都不值!,51.852506170418025
38525,衣服,1,质量不错 大小合适 孩子喜欢,3.9136524998209037
34571,洗发水,0,东西不太好，有点被假货的感觉。,9.489957116149482
38483,衣服,1,大小合适，面料不错，穿上舒服,8.926249193268758
46680,衣服,0,这个裤和图上有差距，比较垃圾！,14.778219308828087
42456,衣服,1,商品质量还可以，服务态度很好,3.1559678414527945
38142,衣服,1,宝贝收到了，很喜欢，质量不错,7.785657757276227
41011,衣服,1,裤子质量还是听不错的，很喜欢啊,18.27899718736628
32467,洗发水,0,说好的去头屑呢，用了之后更多了,18.419929421943237
36607,蒙牛,1,香草冰激凌，蒙牛的，喜欢滴。,83.1344037071738
41096,衣服,1,面料也不错，款式好看，非常喜欢,3.3970615673664413
27126,洗发水,1,试用了挺好，顺滑不打结，是正品,10.888520934006062
11739,平板,0,破手机，给别人买的，质量太差了,3.818787113734304
12125,平板,0,超级慢的。好几天到的。不好用。,22.15237949830718
6056,平板,1,用后再评价吧，现在还没有用。,8.77157663824794
42967,衣服,1,面料不错 穿上很舒服 大小合适,3.332531993127745
34775,洗发水,0,超次，出油的厉害，再也不买啦,25.751008747685155
40045,衣服,1,穿着挺好，有精气神，质量很好,29.47442742237567
43786,衣服,0,同样是掉色很严重，非常不满意,10.844153212247896
7693,平板,1,用了一段时间，非常流畅，值得,2.938455106339658
31758,洗发水,0,说了送沐浴露没送，不讲信用！,23.912786570215765
6195,平板,1,没得说，这个价位好到不行。。,21.87092756604489
47569,衣服,0,差评差，差差，差，一个字还是差,9.93009751286885
15844,水果,1,速度超快，态度超好，品质超好！,6.502672310995277
19236,水果,1,送货速度快，品尝夜不错，好评。,32.38502304429406
47766,衣服,0,一般般，和摆地摊的没什么区别。,8.458460055622783
15511,水果,1,还可以，随便吃吃，有品牌的放心,5.187922525073617
35597,热水器,1,东西很好，很安全，服务也很好,4.413828973821139
6699,平板,1,用着还可以，就是金色不是太正,14.77583882397701
26023,洗发水,1,没什么香味！强健发根，希望有效,17.114669036563633
45990,衣服,0,我买的黑色…发来的黑色带花…,28.810672330854818
44032,衣服,0,评价晚了，图片都换了，无语了,17.931437264831665
3589,平板,1,华为品质不错售后离家近！！！,22.65930434254811
5739,平板,1,手机不卡.比自己在用的好多了,8.382212936591303
16835,水果,1,不好，一点不新鲜，样子到挺好看,22.540553298502758
41192,衣服,1,做工精细穿起来很舒服，质量很好,6.250361492766096
3389,平板,1,很好的平板手机，适合看视频用。,4.227591238198758
8541,平板,0,用两天微信就卡住不动了……无语,7.268134068441393
45130,衣服,0,不好，小了，快递员太度一点不好,73.01072856676315
28439,洗发水,1,买了两套，划算。还送了一瓶精油,10.718201414312269
42400,衣服,1,穿起来很舒服，愉快的一次购物,3.2777129038693453
33762,洗发水,0,不是套装吗？ 怎么到货就1瓶？,19.30702603031281
29632,洗发水,1,刚收到货，还没用，后面再来评价,10.388458877153978
25648,洗发水,1,618=囤货，反正比超市划算！,14.611043893776976
12562,平板,0,垃圾中的战斗机 刚买屏幕就坏了,35.19810146555115
42093,衣服,1,不错哟，很好的款式，质量很好！,4.6173405169240285
4163,平板,1,京东自营，应该不会差到哪里去。,8.146977812893434
40498,衣服,1,没有 刚好 挺不错 质量不错。,18.31628236879859
47785,衣服,0,你马28的腰比别人30的都大，,39.527732003397
44160,衣服,0,很失望，?一看就是很廉价的那种,12.328361027496058
33407,洗发水,0,都碎了，三瓶都碎了。怎么用！,20.800889646166887
16703,水果,1,苹果个头不大，口感还可以，脆甜,5.371065875312674
42916,衣服,1,衣服不错穿上很舒服，老公很喜欢,7.871104454366097
12615,平板,0,收到两天啦，手机质量暂时安全。,27.49003285381965
28148,洗发水,1,挺好的，一直用这个品牌，大爱款,14.382415809563502
37815,蒙牛,0,好恶心哦，以后再也不喝蒙牛了,12.619511176983492
6272,平板,1,给孩子买的，学习用，还不错。,3.898365284158024
8063,平板,1,高端大气，性价比高，电池耐用,4.729801721084739
44237,衣服,0,差太多。尺码也缩水，差，差。,25.76762821467746
60008,酒店,0,有霉味，房间较小，服务态度一般,6.352593090862462
4496,平板,1,挺好用的，每晚都要玩玩才睡觉,11.46636947385757
46984,衣服,0,太差了。绝对不是正品。上当了。,6.781020807463715
14772,手机,0,信号质量差，中间会有死机现像,18.16043053326696
40614,衣服,1,很满意，第二次购买，以后还会来,6.963088947974204
35650,热水器,1,送朋友的，很满意，美的服务好！,7.280110743792059
47309,衣服,0,买来只能在家晚上穿了，当睡衣吧,17.4721342857373
41155,衣服,1,宝贝不错的，穿着舒适，5分！,22.171909790267517
41551,衣服,1,帮朋友买的非常喜欢需要再来。,15.795130637060229
3772,平板,1,很不错的，看电视玩小游戏都不错,2.9982374656636646
18192,水果,1,第二次买这个苹果了，好吃，不错,11.57328406302029
32329,洗发水,0,还没用但是这个送货素质真不咋地,19.818377881829903
31362,洗发水,0,不要被图片迷惑了，东西太少。,3.323624352014397
25920,洗发水,1,刚收到，还没用。以后在评价。,21.507202494816354
45408,衣服,0,非常不满意 质量简直太垃圾了,4.373075570524574
30388,洗发水,1,很实惠啊，大大小小这么多瓶。,6.256126148677014
11844,平板,0,用了一个月内存就读取不了，垃圾,5.253089210876864
31709,洗发水,0,太能忽悠了，实体店300g才*,132.36779094260098
40977,衣服,1,很合身，很舒适，非常感谢店主！,4.126339143238255
60560,酒店,0,设施很旧，房间小，空调风太吵,34.36707175412351
5787,平板,1,习惯了这款大屏，看起来很方便。,7.161687041559473
27491,洗发水,1,一直用这个，棒棒的，速度也超快,6.7897908260939355
15743,水果,1,还没有吃，包装很好，看着很新鲜,3.9948319340685523
4291,平板,1,不错不错不错不错不错不错不错啊,1.7998598357375504
45370,衣服,0,发错了，懒得退换了，送人了。,16.191259954622513
46509,衣服,0,穿一次就腿色了 军绿变迷彩了,215.32396516503772
20204,水果,1,潘苹果就是不一样，好吃，甜也脆,20.61098994625744
5837,平板,1,买来看视频学习用的，还不错。,5.7664266278553775
34508,洗发水,0,真的好难用，比我的清扬还难用,20.865515989845555
24248,水果,0,太差，不红、又烂的太多、上大当,121.53989455289981
14487,手机,0,无红外，下载铃声不便。内存小。,46.671378961755984
26659,洗发水,1,今晚试试再说，看评论是挺不错的,16.589638121015174
6129,平板,1,挺好的，质量也不错，是正品哦,4.236439939354064
46851,衣服,0,质量差的要死，客服服务也差。。,9.574856753621162
17532,水果,1,好吃，汁多、脆、香甜，值得推荐,6.904699779042891
41653,衣服,1,质量不错，版型好看，穿上很舒服,3.3576999937461514
3661,平板,1,画面清晰非常不错女朋友很喜欢,5.494764502644539
46617,衣服,0,奶奶的，夏天的裤子，冬天卖。,28.888371342355885
37789,蒙牛,0,抵制日货的同时，一起抵制蒙牛！,11.647993443955064
45282,衣服,0,这个颜色很不好 还粘毛毛 难看,48.23598358359974
60700,酒店,0,太脏，服务差，永远不要再去，,6.824608097668304
34407,洗发水,0,只能给一分，实在一般，感觉好水,14.17177337356968
29271,洗发水,1,非常好用啊！物流也快，值得购买,5.707430800021845
34841,洗发水,0,还说可以去头皮屑，都没有效果。,6.211155263157532
19750,水果,1,是吧！很脆甜，西北苹果就是好！,39.48316094069029
34097,洗发水,0,赠送品发错了，希望没有下次了。,12.260962597386971
45191,衣服,0,掉色太严重！一颗星都不想给！,11.208684019822991
31497,洗发水,0,假货，刚洗过一堆头皮屑！！！,117.13054309602084
45679,衣服,0,裤子不行，沾毛，而且裤脚还很长,23.727580049190056
25340,水果,0,不值这个价钱 口感一般 不好吃,5.679284199804235
27650,洗发水,1,大品牌…值得信赖…物流给力…,3.2619125860919596
16556,水果,1,第三次买了！不错哦……值得信赖,7.909940756555464
12598,平板,0,非常不满意！增票拖了好久才给！,15.386766475482055
43278,衣服,0,吗的。这码数写得不一样的卧槽,39.304461418356
26716,洗发水,1,真的好实惠，还送吹风机，好激烈,6.843750862586565
36645,蒙牛,1,喝来喝去、我发现还是喜欢喝蒙牛,11.409725470044062
61727,酒店,0,房间环境很一般！设施设备更差！,5.889876813456455
39980,衣服,1,很不错的裤子，穿了舒适合身。,9.530616653806037
39615,衣服,1,你给广告费更广泛更丰富会很尴尬,4.42914785332229
40274,衣服,1,大小刚好，穿着很喜欢刚好合适,9.035036379677335
44308,衣服,0,质量太差了，象堆积过旧货，扫兴,78.07598329316868
5759,平板,1,还不错 还不错 还不错 还不错,1.2514728405753204
43080,衣服,0,这个布料这价格高了点！不值得,30.353094160743662
41501,衣服,1,买的大了，纯白色显得有点单调。,13.07434002023171
5586,平板,1,机子挺好的，唯一就是不能打电话,4.223535707918796
